Jan-01,10056,50
Feb-01,9888,50
Mar-01,9679,50
Apr-01,9888,50
May-01,9569,50
Jun-01,10101,50
Jul-01,9754,50
Aug-01,9123,50
Sep-01,8345,50
Oct-01,9102,50
Nov-01,9010,50
Dec-01,9111,50
Jan-01,8889,50
